Buffer, Bandwidth, PreviousQuality, PreviousBandwidth, Quality
5281,6032,1,3083,2
6683,6027,2,6032,2
0,5220,1,0,1
2000,5220,1,5220,1
4000,5514,1,5220,1
6000,2577,1,5514,1
7589,2577,1,2577,1
9179,2954,1,2577,1
10808,2963,1,2954,1
12438,12949,1,2963,1
14276,3102,1,12949,1
15918,16172,1,3102,1
17769,7264,1,16172,2
19256,6646,2,7264,2
20705,6643,2,6646,2
22153,7524,2,6643,2
23654,11410,2,7524,3
24748,10715,3,11410,3
25790,12383,3,10715,4
26301,9154,4,12383,5
25142,3646,5,9154,5
21142,4267,5,3646,5
17142,2594,5,4267,5
13142,18901,5,2594,5
13561,11967,5,18901,5
13121,4525,5,11967,5
9121,12668,5,4525,4
9663,7411,4,12668,4
9243,3973,4,7411,4
5243,8485,4,3973,3
6059,471,3,8485,3
2059,992,3,471,1
3152,1053,1,992,2
2204,7247,2,1053,1
3993,2099,1,7247,2
4465,2374,2,2099,2
5101,450,2,2374,3
1101,1068,3,450,1
2252,1307,1,1068,1
3540,1752,1,1307,2
3728,1582,2,1752,2
3733,1726,2,1582,2
3895,813,2,1726,2
2106,1917,2,813,1
3589,2991,1,1917,2
4486,3267,2,2991,2
5468,3310,2,3267,2
6462,1810,2,3310,3
2462,2219,3,1810,1
4001,4529,1,2219,2
5239,2704,2,4529,2
6030,6509,2,2704,3
6517,6014,3,6509,3
6887,3738,3,6014,3
6326,4383,3,3738,3
6127,1295,3,4383,3
2127,2547,3,1295,1
3713,7664,1,2547,2
5222,1536,2,7664,2
5169,478,2,1536,2
1169,463,2,478,1
2000,928,1,463,1
3038,517,1,928,1
3392,2527,1,517,2
4105,3397,2,2527,2
5122,4805,2,3397,2
6398,7533,2,4805,3
7076,14714,3,7533,3
8351,10579,3,14714,3
9382,13269,3,10579,4
9985,7896,4,13269,4
9707,12455,4,7896,4
10226,11419,4,12455,4
10620,14008,4,11419,4
11292,13439,4,14008,4
11913,8604,4,13439,5
10559,9778,5,8604,4
10700,14346,4,9778,4
11401,10321,4,14346,5
10588,5879,5,10321,5
6588,9187,5,5879,3
7486,16184,3,9187,4
8324,16866,4,16184,4
9204,16239,4,16866,4
10045,17636,4,16239,5
10357,18410,5,17636,5
10736,18056,5,18410,5
11086,47582,5,18056,5
12397,36885,5,47582,5
13538,21317,5,36885,5
14124,24441,5,21317,5
14879,21497,5,24441,5
15476,21892,5,21497,5
16097,26946,5,21892,5
16958,29937,5,26946,5
17923,24494,5,29937,5
18680,22225,5,24494,5
19320,20845,5,22225,5
19877,7323,5,20845,5
17953,21438,5,7323,5
18547,22429,5,21438,5
19199,20725,5,22429,5
19748,24234,5,20725,6
18842,3292,6,24234,1
20499,15284,1,3292,6
16499,3345,6,15284,1
18160,26333,1,3345,5
18997,17010,5,26333,6
14997,3348,6,17010,1
16658,18326,1,3348,5
17030,16294,5,18326,5
17212,14348,5,16294,5
17160,12771,5,14348,5
16868,9513,5,12771,5
15825,12722,5,9513,5
15524,12142,5,12722,5
15118,1587,5,12142,5
11118,17760,5,1587,5
11441,15501,5,17760,5
11535,20017,5,15501,5
12036,15334,5,20017,5
12110,16910,5,15334,5
12355,24300,5,16910,5
13102,13148,5,24300,6
9102,15760,6,13148,5
9226,4037,5,15760,5
5226,10065,5,4037,4
5417,11378,4,10065,4
5805,11321,4,11378,4
6186,10838,4,11321,5
5503,13685,5,10838,4
6146,14272,4,13685,4
6841,23135,4,14272,5
7530,15693,5,23135,5
7646,20949,5,15693,5
8210,17124,5,20949,5
8475,20685,5,17124,5
9021,18942,5,20685,5
9443,20879,5,18942,5
10002,23568,5,20879,5
10714,20554,5,23568,5
11252,17555,5,20554,5
11557,21282,5,17555,6
10262,22992,6,21282,5
10944,22548,5,22992,5
11602,20597,5,22548,6
10201,22669,6,20597,5
10865,14037,5,22669,6
6865,7612,6,14037,5
5087,1154,5,7612,4
1087,1743,4,1154,1
2528,1608,1,1743,2
2563,2677,2,1608,2
3343,1898,2,2677,3
0,1085,3,1898,1
2000,1640,1,1085,1
3412,2731,1,1640,2
4214,3686,2,2731,3
3618,6119,3,3686,3
4014,5035,3,6119,3
4088,3449,3,5035,3
3320,4758,3,3449,3
3287,3738,3,4758,3
2725,5221,3,3738,2
4051,16657,2,5221,3
5398,12544,3,16657,4
5927,10462,4,12544,5
5151,20387,5,10462,4
6207,19809,4,20387,5
6694,18493,5,19809,5
7080,13875,5,18493,5
6962,12184,5,13875,5
6564,11199,5,12184,5
5964,10442,5,11199,5
5182,8572,5,10442,4
5076,4047,4,8572,4
1076,2833,4,4047,1
2693,5949,1,2833,2
4089,6558,2,5949,3
4586,2435,3,6558,4
586,3296,4,2435,1
2244,3248,1,3296,1
3898,21303,1,3248,2
5657,12734,2,21303,3
6834,17501,3,12734,4
7751,16285,4,17501,5
7932,2121,5,16285,5
3932,836,5,2121,3
0,1373,3,836,1
2000,1313,1,1373,1
3290,2272,1,1313,2
3870,2511,2,2272,3
2108,2780,3,2511,1
3720,5715,1,2780,2
5095,7527,2,5715,3
5773,9638,3,7527,4
5888,6184,4,9638,4
5007,19308,4,6184,4
6016,12914,4,19308,5
5748,16315,5,12914,4
6594,16888,4,16315,5
6836,12613,5,16888,5
6516,18497,5,12613,5
6902,20503,5,18497,5
7437,14191,5,20503,5
7364,9175,5,14191,5
6212,12192,5,9175,5
5815,19245,5,12192,5
6261,8614,5,19245,5
4910,5606,5,8614,4
3742,9992,4,5606,3
4721,9220,3,9992,4
4756,14879,4,9220,4
5500,14920,4,14879,4
6247,17512,4,14920,5
6548,5240,5,17512,5
2548,4994,5,5240,2
3848,6676,2,4994,3
4370,4931,3,6676,4
2782,3691,4,4931,2
3869,6502,2,3691,3
4355,7491,3,6502,4
3959,1599,4,7491,3
0,8101,3,1599,1
2000,8101,1,8101,1
3801,5041,1,8101,2
5106,3343,2,5041,3
4254,5508,3,3343,3
0,31359,1,0,1
2000,31359,1,31359,1
4000,31359,1,31359,1
6000,32676,1,31359,1
7675,32704,1,32676,1
9351,32704,1,32704,1
11026,35811,1,32704,1
12704,36402,1,35811,2
14321,36402,2,36402,2
15939,29875,2,36402,2
17539,29875,2,29875,2
19138,11197,2,29875,2
20570,11200,2,11197,3
21449,23469,3,11200,3
22757,4390,3,23469,4
18757,12858,4,4390,4
19120,14390,4,12858,4
19625,17191,4,14390,5
19696,9129,5,17191,5
18329,3723,5,9129,5
14329,4410,5,3723,5
10329,3878,5,4410,5
6329,907,5,3878,3
2329,3407,3,907,1
3795,3839,1,3407,2
4713,5287,2,3839,2
5846,3831,2,5287,3
5145,3083,3,3831,3
3861,1154,3,3083,2
2962,2736,2,1154,2
3566,1390,2,2736,2
3309,744,2,1390,2
0,2195,2,744,1
2000,1489,1,2195,1
3363,1619,1,1489,2
3410,1154,2,1619,2
2711,3128,2,1154,1
4356,6119,1,3128,2
5765,11554,2,6119,3
6869,8975,3,11554,3
7744,10244,3,8975,4
7965,6672,4,10244,4
7287,7182,4,6672,4
6793,10918,4,7182,3
7850,10203,3,10918,4
8064,7379,4,10203,4
7634,4814,4,7379,4
5961,15064,4,4814,3
7250,11036,3,15064,4
7592,10987,4,11036,4
7926,20048,4,10987,4
8968,18162,4,20048,5
9327,10156,5,18162,5
8470,23846,5,10156,5
9195,22790,5,23846,5
9867,18592,5,22790,5
10261,9755,5,18592,5
9291,14357,5,9755,5
9240,12267,5,14357,5
8858,20238,5,12267,5
9374,18828,5,20238,5
9787,16581,5,18828,5
9999,16101,5,16581,5
10160,20166,5,16101,5
10671,4912,5,20166,5
6671,11225,5,4912,4
7039,11329,4,11225,5
6468,13429,5,11329,4
7087,17224,4,13429,5
7361,17815,5,17224,5
7690,23248,5,17815,5
8385,24433,5,23248,5
9139,17392,5,24433,5
9430,20625,5,17392,5
9972,23321,5,20625,5
10671,22610,5,23321,5
11333,17896,5,22610,5
11669,21914,5,17896,6
10466,19692,6,21914,5
10944,20390,5,19692,5
11470,25011,5,20390,6
10652,21759,6,25011,6
9427,21169,6,21759,5
10004,18654,5,21169,5
10403,25618,5,18654,6
9649,10840,6,25618,5
8966,15149,5,10840,5
9018,15380,5,15149,5
9097,11459,5,15380,5
8554,27311,5,11459,5
9429,19812,5,27311,5
9915,9025,5,19812,6
5915,1586,6,9025,5
1915,3410,5,1586,1
3581,30770,1,3410,2
5383,30881,2,30770,3
6985,9909,3,30881,4
7150,12249,4,9909,5
6764,24645,5,12249,5
7528,24080,5,24645,5
8265,24431,5,24080,5
9019,24367,5,24431,5
9770,27366,5,24367,6
9185,19605,6,27366,5
9657,15720,5,19605,6
5657,20339,6,15720,5
6180,12936,5,20339,5
5916,19642,5,12936,5
6390,20193,5,19642,5
6904,11234,5,20193,5
6312,6082,5,11234,5
2312,3126,5,6082,1
3956,7416,1,3126,2
5451,10779,2,7416,3
6498,11854,3,10779,4
6947,12240,4,11854,5
6559,14582,5,12240,5
6539,10368,5,14582,5
5739,5303,5,10368,5
1739,3439,5,5303,1
3406,9315,1,3439,2
4984,32768,2,9315,3
6603,19182,3,32768,4
7607,24720,4,19182,5
8374,15672,5,24720,5
8487,7704,5,15672,5
6753,4886,5,7704,5
2753,2283,5,4886,2
3340,878,2,2283,3
0,1943,3,878,1
2000,1949,1,1943,1
3489,1637,1,1949,2
3558,3147,2,1637,3
2535,1809,3,3147,2
2777,1452,2,1809,2
2612,1099,2,1452,2
2000,1512,2,1099,1
3371,1127,1,1512,2
2610,5733,2,1127,2
3987,7826,2,5733,3
4712,9986,3,7826,4
4889,11680,4,9986,4
5317,15609,4,11680,5
5423,15782,5,15609,5
5549,11560,5,15782,5
5027,12203,5,11560,4
5517,15338,4,12203,5
5592,3000,5,15338,5
1592,965,5,3000,1
2663,1821,1,965,2
2916,975,2,1821,2
2000,1365,2,975,1
3314,2257,1,1365,2
3885,265,2,2257,3
0,286,3,265,1
2000,1046,1,286,1
3135,1310,1,1046,2
2746,5513,2,1310,2
4102,4959,2,5513,3
4147,3382,3,4959,3
3327,910,3,3382,3
0,676,3,910,1
2000,2273,1,676,1
3548,4764,1,2273,2
4818,8494,2,4764,3
5635,8720,3,8494,4
5563,13190,4,8720,4
6159,16644,4,13190,5
6376,19969,5,16644,5
6874,22387,5,19969,5
7523,30744,5,22387,5
8513,69927,5,30744,5
10012,34272,5,69927,5
11095,83166,5,34272,6
12178,37446,6,83166,6
12262,38280,6,37446,6
12385,36654,6,38280,6
12430,29190,6,36654,6
12001,37916,6,29190,6
12107,32650,6,37916,6
11925,27384,6,32650,6
11341,27610,6,27384,6
10779,27689,6,27610,6
10223,30744,6,27689,6
9911,30679,6,30744,6
9595,30036,6,30679,6
9231,33628,6,30036,5
10298,34500,5,33628,6
10227,27594,6,34500,6
9663,27095,6,27594,6
9053,39793,6,27095,6
9244,33238,6,39793,6
9099,36978,6,33238,6
9160,38624,6,36978,6
9299,36750,6,38624,6
9349,38818,6,36750,6
9497,32953,6,38818,6
9334,26326,6,32953,6
8651,35426,6,26326,6
8631,26822,6,35426,6
7996,27564,6,26822,5
8880,34822,5,27564,6
8827,27047,6,34822,6
8213,46240,6,27047,6
8643,24437,6,46240,6
7760,22454,6,24437,5
8413,14274,5,22454,6
4413,8617,6,14274,4
4317,9575,4,8617,4
4421,12178,4,9575,4
4909,26721,4,12178,5
5761,21675,5,26721,5
6369,12113,5,21675,5
5958,27863,5,12113,5
6853,22655,5,27863,5
7517,25449,5,22655,5
8316,33456,5,25449,6
8184,30950,6,33456,6
7887,27634,6,30950,5
8774,32830,5,27634,6
8602,19143,6,32830,6
6950,13365,6,19143,5
6755,23800,5,13365,5
7479,29865,5,23800,5
8441,35973,5,29865,6
8451,29390,6,35973,6
0,12858,1,0,1
2000,12858,1,12858,1
4000,12858,1,12858,1
6000,9208,1,12858,1
7613,9208,1,9208,1
9226,5353,1,9208,1
10776,5309,1,5353,1
12326,8445,1,5309,1
13931,8671,1,8445,2
15285,7284,2,8671,2
16573,7277,2,7284,2
17861,8074,2,7277,2
19189,16206,2,8074,2
20704,19559,2,16206,3
22134,9554,3,19559,3
23071,11051,3,9554,4
23415,11709,4,11051,4
23846,8045,4,11709,5
22266,11668,5,8045,5
21766,10046,5,11668,5
20879,12469,5,10046,5
20534,12413,5,12469,5
20178,8799,5,12413,5
18896,8571,5,8799,5
17529,9707,5,8571,5
16545,8685,5,9707,5
15221,11248,5,8685,5
14632,13376,5,11248,5
14438,15130,5,13376,5
14488,12517,5,15130,5
14151,12065,5,12517,5
13730,10259,5,12065,6
9730,3705,6,10259,5
5730,2049,5,3705,4
1730,1417,4,2049,1
3066,3714,1,1417,2
4159,2424,2,3714,3
2264,8744,3,2424,1
4072,4111,1,8744,2
5243,3618,2,4111,3
4600,4257,3,3618,3
4339,4363,3,4257,3
4131,8578,3,4363,3
4959,8753,3,8578,3
5808,7157,3,8753,4
5305,4169,4,7157,4
1305,2702,4,4169,1
2909,5419,1,2702,2
4255,9177,2,5419,3
5153,11294,3,9177,4
5530,14089,4,11294,4
6209,15357,4,14089,4
6989,11675,4,15357,5
6491,5441,5,11675,4
5230,5613,4,5441,4
4066,4692,4,5613,3
4005,2852,3,4692,3
2680,3372,3,2852,2
3690,4022,2,3372,3
3303,3946,3,4022,2
4443,4823,2,3946,3
4436,2278,3,4823,3
436,2769,3,2278,1
2047,2130,1,2769,1
3572,3534,1,2130,2
4623,6080,2,3534,3
5010,3414,3,6080,4
1010,5043,4,3414,1
2751,3674,1,5043,2
3835,6346,2,3674,3
4285,5748,3,6346,3
4585,4741,3,5748,3
4545,7763,3,4741,3
5260,6276,3,7763,4
4419,3055,4,6276,3
3308,3870,3,3055,2
4433,5549,2,3870,3
4675,1356,3,5549,3
675,699,3,1356,1
2000,361,1,699,1
2000,1089,1,361,1
3165,473,1,1089,2
0,625,2,473,1
2000,137,1,625,1
0,545,1,137,1
2000,696,1,545,1
2751,957,1,696,2
2000,1502,2,957,1
3367,776,1,1502,2
2000,624,2,776,1
2618,692,1,624,1
3363,1452,1,692,2
3198,1390,2,1452,2
2941,574,2,1390,2
0,915,2,574,1
2000,288,1,915,1
2000,749,1,288,1
2832,315,1,749,2
0,521,2,315,1
2000,479,1,521,1
2232,721,1,479,1
3023,1080,1,721,2
2147,1588,2,1080,1
3544,3718,1,1588,2
4637,3263,2,3718,3
3718,2798,3,3263,2
4546,3571,2,2798,3
3870,1883,3,3571,2
4178,2044,2,1883,2
4611,1986,2,2044,3
611,1486,3,1986,1
2000,2422,1,1486,1
3569,1941,1,2422,2
3924,2403,2,1941,2
4576,3903,2,2403,3
4119,2230,3,3903,2
4674,2517,2,2230,3
2920,3108,3,2517,2
3854,4220,2,3108,2
5044,6303,2,4220,3
5484,9006,3,6303,3
6363,9069,3,9006,4
6366,12419,4,9069,4
6881,11441,4,12419,4
7278,10366,4,11441,4
7519,13075,4,10366,4
8103,14191,4,13075,4
8791,15051,4,14191,5
8831,15741,5,15051,5
8952,19315,5,15741,5
9403,19405,5,19315,5
9860,11847,5,19405,5
9397,13568,5,11847,5
9233,18410,5,13568,5
9612,20065,5,18410,5
10117,23821,5,20065,5
10841,26820,5,23821,5
11697,25839,5,26820,5
12514,26653,5,25839,5
13363,24708,5,26653,5
14130,24276,5,24708,5
14877,27322,5,24276,5
15752,28212,5,27322,5
16659,28708,5,28212,5
17584,27378,5,28708,5
18461,21831,5,27378,5
19079,24647,5,21831,6
18220,3502,6,24647,1
19891,26216,1,3502,6
19198,21139,6,26216,6
17881,3396,6,21139,1
19545,22199,1,3396,6
18382,28172,6,22199,6
17869,36103,6,28172,6
17885,30990,6,36103,6
17591,57806,6,30990,6
18315,32322,6,57806,6
18111,22918,6,32322,6
17044,24657,6,22918,6
16186,24662,6,24657,6
15329,36545,6,24662,1
17207,20046,1,36545,6
15715,3183,6,20046,1
17364,11915,1,3183,6
13364,27394,6,11915,6
12781,22166,6,27394,6
11614,26525,6,22166,6
10950,22582,6,26525,6
9839,20559,6,22582,5
10377,17803,5,20559,6
8458,16967,6,17803,5
8707,24533,5,16967,5
9466,17739,5,24533,5
9788,19121,5,17739,5
10223,10385,5,19121,6
6223,13229,6,10385,5
6007,22679,5,13229,5
6672,17412,5,22679,5
6964,16804,5,17412,5
7198,23438,5,16804,5
7904,17679,5,23438,5
8220,17976,5,17679,5
8562,16980,5,17976,5
8813,16101,5,16980,5
8974,5912,5,16101,5
4974,17151,5,5912,4
5871,13626,4,17151,5
5717,15578,5,13626,5
5819,11554,5,15578,5
5296,8011,5,11554,5
3701,9625,5,8011,3
4645,16848,3,9625,4
5524,16871,4,16848,5
5765,16838,5,16871,5
6002,17883,5,16838,5
6336,28983,5,17883,5
7270,16710,5,28983,5
7495,15026,5,16710,5
7531,17450,5,15026,5
7827,9708,5,17450,5
6843,15906,5,9708,5
6983,10601,5,15906,5
6241,4401,5,10601,5
2241,5766,5,4401,1
4003,4038,1,5766,2
5160,4773,2,4038,3
5132,14078,3,4773,4
5811,4743,4,14078,5
1811,1901,5,4743,1
3290,2931,1,1901,2
4167,8278,2,2931,3
4955,9869,3,8278,4
5113,10948,4,9869,5
4455,7109,5,10948,4
3936,5507,4,7109,4
2713,5549,4,5507,2
4072,7409,2,5549,3
4731,4159,3,7409,4
731,1326,4,4159,1
2028,1264,1,1326,1
3295,1505,1,1264,2
3202,3342,2,1505,3
2350,1857,3,3342,2
2635,1212,2,1857,2
2061,1238,2,1212,1
3314,3420,1,1238,2
0,21763,1,0,1
2000,21763,1,21763,1
4000,27981,1,21763,1
6000,3402,1,27981,1
7664,3403,1,3402,1
9329,3403,1,3403,1
10994,3246,1,3403,1
12648,20777,1,3246,1
14509,3243,1,20777,1
16163,3243,1,3243,1
17816,6507,1,3243,2
19255,6501,2,6507,2
20694,6779,2,6501,2
22151,14127,2,6779,2
23839,10110,2,14127,3
24829,10197,3,10110,3
25827,12238,3,10197,4
26321,13284,4,12238,5
26113,12052,5,13284,5
25690,14753,5,12052,5
25692,23078,5,14753,5
26379,11948,5,23078,6
22379,30423,6,11948,6
22044,16086,6,30423,6
18044,12977,6,16086,6
14044,3133,6,12977,1
15689,13581,1,3133,5
15527,15723,5,13581,5
15646,29832,5,15723,5
16608,31899,5,29832,6
16376,17543,6,31899,6
14400,3196,6,17543,1
16050,14841,1,3196,6
12050,15910,6,14841,6
8050,17340,6,15910,5
8335,17094,5,17340,5
8597,19013,5,17094,5
9024,20944,5,19013,6
7678,14584,6,20944,5
7658,10252,5,14584,5
6827,8968,5,10252,5
5605,9723,5,8968,5
4625,6915,5,9723,4
4038,9901,4,6915,4
4201,12913,4,9901,4
4769,10599,4,12913,5
4027,8147,5,10599,4
3816,8343,4,8147,4
3655,10733,4,8343,4
3952,11043,4,10733,4
4295,10639,4,11043,4
4578,7955,4,10639,4
4316,5956,4,7955,4
3329,6579,4,5956,3
3830,12542,3,6579,4
4359,16616,4,12542,4
5224,21848,4,16616,5
5842,22139,5,21848,5
6478,22889,5,22139,5
7154,22155,5,22889,5
7791,23122,5,22155,5
8480,26994,5,23122,6
7861,24368,6,26994,5
8612,23595,5,24368,6
7630,18824,6,23595,5
8042,24127,5,18824,6
7124,21384,6,24127,5
7715,22205,5,21384,6
6552,17096,6,22205,5
6815,18952,5,17096,5
7237,17306,5,18952,5
7519,25850,5,17306,6
6789,16844,6,25850,5
7027,17682,5,16844,5
7343,15423,5,17682,5
7428,17449,5,15423,6
5431,18289,6,17449,5
5800,11760,5,18289,5
5319,17626,5,11760,5
5630,6548,5,17626,5
1630,3144,5,6548,1
3276,7478,1,3144,2
4775,9142,2,7478,3
5669,12598,3,9142,4
6203,13317,4,12598,5
6001,14958,5,13317,5
6029,14095,5,14958,5
5942,12009,5,14095,5
5511,12852,5,12009,5
5232,15518,5,12852,5
5328,10026,5,15518,5
4435,13901,5,10026,5
4321,12202,5,13901,5
3926,11399,5,12202,4
4318,18945,4,11399,5
4740,11102,5,18945,5
4118,10324,5,11102,4
4352,7052,4,10324,5
352,3077,5,7052,1
2000,3038,1,3077,1
3636,6907,1,3038,2
5102,10274,2,6907,3
6106,10883,3,10274,4
6426,10487,4,10883,5
5656,17838,5,10487,5
5986,10293,5,17838,5
5166,13390,5,10293,5
4975,12191,5,13390,5
4579,14847,5,12191,5
4593,17492,5,14847,5
4892,15324,5,17492,5
4965,15549,5,15324,5
5064,22578,5,15549,5
5724,17896,5,22578,5
6059,13097,5,17896,5
5822,12325,5,13097,5
5450,6880,5,12325,5
1450,3134,5,6880,1
3095,7423,1,3134,2
4591,11519,2,7423,3
5692,15063,3,11519,4
6450,11852,4,15063,5
5988,8128,5,11852,5
4443,9599,5,8128,5
3426,8513,5,9599,4
3306,9599,4,8513,3
4247,11965,3,9599,4
4710,9244,4,11965,5
3581,9660,5,9244,4
3701,9533,4,9660,4
3796,8801,4,9533,4
3742,12771,4,8801,4
4295,7278,4,12771,5
2349,5683,5,7278,2
3721,7598,2,5683,3
4410,8932,3,7598,4
4384,7389,4,8932,5
2495,14350,5,7389,2
4186,9882,2,14350,3
5155,6972,3,9882,4
4588,9355,4,6972,5
3495,7816,5,9355,4
3195,11915,4,7816,3
4323,14630,3,11915,4
5047,13960,4,14630,5
4941,11347,5,13960,5
4374,13574,5,11347,5
4211,12504,5,13574,4
4736,13390,4,12504,5
4545,11945,5,13390,5
4101,11934,5,11945,4
4559,12832,4,11934,5
4277,13035,5,12832,4
4858,11424,4,13035,5
4307,9681,5,11424,4
4430,12545,4,9681,5
4098,11928,5,12545,4
4557,10275,4,11928,5
3732,12609,5,10275,4
4268,13138,4,12609,4
4859,8507,4,13138,5
3467,9847,5,8507,4
3621,10102,4,9847,4
3818,8627,4,10102,4
3724,1710,4,8627,4
0,3045,4,1710,1
2000,3045,1,3045,1
3637,5236,1,3045,2
4964,6855,2,5236,3
5522,10737,3,6855,4
5820,21487,4,10737,5
6417,27333,5,21487,5
7293,26219,5,27333,5
8125,20862,5,26219,6
6765,6760,6,20862,5
2765,6236,5,6760,2
4184,5447,2,6236,3
4395,7863,3,5447,4
4108,5691,4,7863,4
2986,15146,4,5691,3
4279,16055,3,15146,4
5107,14665,4,16055,5
5098,9862,5,14665,5
4159,18625,5,9862,4
5136,11423,4,18625,5
4584,10360,5,11423,5
3782,7038,5,10360,4
3238,4148,4,7038,3
2920,5514,3,4148,3
3152,6944,3,5514,3
3727,3242,3,6944,4
0,2345,4,3242,1
2000,8924,1,2345,1
3810,5343,1,8924,2
5148,8381,2,5343,3
5951,9427,3,8381,4
6026,7380,4,9427,5
4133,7045,5,7380,4
3591,7661,4,7045,4
3246,5653,4,7661,3
3519,3346,3,5653,4
0,2110,4,3346,1
2000,2076,1,2110,1
3514,3390,1,2076,2
4529,5258,2,3390,3
4680,2563,3,5258,4
680,1565,4,2563,1
2069,1294,1,1565,1
3351,1955,1,1294,2
3717,1589,2,1955,3
0,96,3,1589,1
0,2672,1,96,1
2000,2824,1,2672,1
3616,5923,1,2824,2
5010,6574,2,5923,3
5510,9547,3,6574,4
5609,9134,4,9547,5
4444,6639,5,9134,4
3753,7181,4,6639,4
3258,5838,4,7181,3
3582,2778,3,5838,3
2172,1999,3,2778,1
3672,1006,1,1999,2
2590,98,2,1006,2
0,105,2,98,1
0,400,1,105,1
0,7183,1,0,1
2000,7183,1,7183,1
4000,11842,1,7183,1
6000,11997,1,11842,1
7633,11997,1,11997,1
9266,13505,1,11997,1
10907,13539,1,13505,1
12548,15711,1,13539,1
14397,2989,1,15711,1
16029,2987,1,2989,1
17662,6659,1,2987,2
19111,6597,2,6659,2
20556,6597,2,6597,2
22002,9153,2,6597,3
22897,6325,3,9153,3
23342,7508,3,6325,4
22951,12793,4,7508,4
23507,9835,4,12793,5
22560,8814,5,9835,5
21283,4772,5,8814,5
17283,7284,5,4772,5
15340,4772,5,7284,5
11340,5364,5,4772,5
7340,4996,5,5364,4
5797,6600,4,4996,3
6304,3556,3,6600,3
5617,4423,3,3556,3
5437,2746,3,4423,3
3987,2816,3,2746,2
4822,4089,2,2816,3
4472,2612,3,4089,3
2850,3025,3,2612,2
3758,4305,2,3025,2
4962,5012,2,4305,3
5026,7397,3,5012,3
5683,6593,3,7397,3
6187,4781,3,6593,3
6163,8718,3,4781,3
7008,4815,3,8718,4
5336,5681,4,4815,3
5617,4141,3,5681,3
5295,5329,3,4141,3
5469,6081,3,5329,3
5856,4432,3,6081,3
5681,5985,3,4432,3
6044,4901,3,5985,3
6067,5538,3,4901,3
6305,6965,3,5538,4
5736,4571,4,6965,3
5624,6467,3,4571,3
6101,5640,3,6467,4
4952,6553,4,5640,3
5448,3395,3,6553,3
4639,3686,3,3395,3
4043,2953,3,3686,2
4927,3807,2,2953,3
4411,4294,3,3807,3
4169,2761,3,4294,2
4983,2787,2,2761,3
3583,2564,3,2787,2
4313,4079,2,2564,3
3958,2614,3,4079,2
4710,5052,2,2614,3
4789,3163,3,5052,3
3781,4828,3,3163,2
5060,4299,2,4828,3
4820,2759,3,4299,3
3386,2797,3,2759,2
4214,2741,2,2797,2
5019,4837,2,2741,3
5018,3721,3,4837,3
4445,5927,3,3721,3
4793,6275,3,5927,3
5227,7808,3,6275,3
5949,6296,3,7808,3
6388,4029,3,6296,4
2388,2368,4,4029,1
3950,4225,1,2368,2
5140,5756,2,4225,3
5442,4653,3,5756,3
5365,3971,3,4653,3
4949,4365,3,3971,3
4741,4030,3,4365,3
4359,4521,3,4030,3
4224,4621,3,4521,3
4133,4122,3,4621,2
5305,5028,2,4122,3
5376,4862,3,5028,3
5384,4606,3,4862,3
5286,5738,3,4606,3
5583,1315,3,5738,3
1583,1007,3,1315,1
2689,1315,1,1007,1
3980,1924,1,1315,2
4322,2647,2,1924,3
2747,2114,3,2647,2
3228,1746,2,2114,2
3410,1427,2,1746,2
3209,1993,2,1427,2
3603,3788,2,1993,2
4712,8326,2,3788,3
5507,10292,3,8326,3
6513,11505,3,10292,4
6918,16525,4,11505,4
7777,14132,4,16525,4
8460,15794,4,14132,4
9271,10684,4,15794,5
8550,5852,5,10684,5
4550,9069,5,5852,3
5436,8913,3,9069,3
6304,14769,3,8913,4
7039,13281,4,14769,4
7644,9992,4,13281,4
7823,14362,4,9992,4
8525,5397,4,14362,5
4525,5156,5,5397,3
4641,7904,3,5156,3
5377,7903,3,7904,3
6113,9971,3,7903,4
6288,12368,4,9971,4
6798,11655,4,12368,4
7222,13588,4,11655,4
7856,10978,4,13588,5
7206,11449,5,10978,4
7603,14242,4,11449,4
8296,12442,4,14242,5
7945,13666,5,12442,5
7797,9668,5,13666,5
6801,10967,5,9668,4
7132,11410,4,10967,4
7525,13685,4,11410,5
7379,14727,5,13685,5
7378,13222,5,14727,5
7160,11442,5,13222,4
7557,14100,4,11442,5
7471,11711,5,14100,5
6980,3462,5,11711,4
2980,3353,4,3462,2
3986,5083,2,3353,3
4076,8984,3,5083,3
4952,11379,3,8984,3
6043,11511,3,11379,4
6449,13671,4,11511,4
7091,13469,4,13671,5
6912,13321,5,13469,4
7521,9183,4,13321,5
6372,17883,5,9183,4
7311,20233,4,17883,5
7827,14261,5,20233,5
7763,8285,5,14261,5
6284,7412,5,8285,4
5863,11542,4,7412,4
6273,12088,4,11542,4
6750,3620,4,12088,5
2750,6317,5,3620,2
4175,6007,2,6317,3
4544,6663,3,6007,3
5063,6184,3,6663,4
4182,5185,4,6184,3
4308,3442,3,5185,3
3536,3770,3,3442,2
4640,2449,2,3770,3
2784,4414,3,2449,2
4005,5023,2,4414,3
4073,7552,3,5023,3
4755,6282,3,7552,3
5191,7028,3,6282,4
4644,5185,4,7028,3
4769,2953,3,5185,3
3554,2381,3,2953,2
4195,7676,2,2381,3
4896,4660,3,7676,3
4823,2620,3,4660,3
3211,6867,3,2620,2
4675,9950,2,6867,3
5650,9582,3,9950,4
5755,14900,4,9582,4
